Anno,Regione,Fascia d'età,Occupati,Area Geografica,Count,Percentage,PercentageOccupati
2018,Veneto,15-64,2066335,NordEst,112,2.9380902413431267,0.005420224697350624
2018,Veneto,65+,57533,NordEst,13,0.3410283315844701,0.022595727669337595
2019,Abruzzo,15+,492615,Sud,35,0.9602194787379973,0.00710493996325731
2019,Abruzzo,15-64,479217,Sud,33,0.9053497942386831,0.0068862331678550635
2019,Abruzzo,65+,13398,Sud,2,0.054869684499314134,0.014927601134497684
2019,Basilicata,15+,187581,Sud,21,0.5761316872427984,0.011195163689286228
2019,Basilicata,15-64,182726,Sud,21,0.5761316872427984,0.01149261736151396
2019,Basilicata,65+,4855,,0,0.0,0.0
2019,Calabria,15+,538640,Sud,38,1.0425240054869684,0.007054804693301649
2019,Calabria,15-64,518045,Sud,33,0.9053497942386831,0.006370102983331564
2019,Calabria,65+,20595,Sud,5,0.1371742112482853,0.024277737314882253
2019,Campania,15+,1625581,Sud,97,2.6611796982167353,0.005967097302441405
2019,Campania,15-64,1576708,Sud,92,2.52400548696845,0.005834942170649227
2019,Campania,65+,48873,Sud,5,0.1371742112482853,0.010230597671515969
2019,Emilia Romagna,15+,2026012,NordEst,115,3.155006858710562,0.00567617565937418
2019,Emilia Romagna,15-64,1960576,NordEst,105,2.880658436213992,0.005355568975647973
2019,Emilia Romagna,65+,65436,NordEst,10,0.2743484224965706,0.015282107708295127
2019,Friuli Venezia Giulia,0-14,,NordEst,1,0.027434842249657067,0.0
2019,Friuli Venezia Giulia,15+,,NordEst,20,0.5486968449931412,0.0
2019,Friuli Venezia Giulia,15-64,,NordEst,19,0.5212620027434842,0.0
2019,Friuli Venezia Giulia,65+,,NordEst,1,0.027434842249657067,0.0
2019,Friuli-Venezia Giulia,15+,508166,,0,0.0,0.0
2019,Friuli-Venezia Giulia,15-64,494061,,0,0.0,0.0
2019,Friuli-Venezia Giulia,65+,14105,,0,0.0,0.0
2019,Lazio,0-14,,Centro,1,0.027434842249657067,0.0
2019,Lazio,15+,2333459,Centro,113,3.1001371742112482,0.004842596334454559
2019,Lazio,15-64,2269755,Centro,112,3.072702331961591,0.004934453277996964
2019,Lazio,65+,63704,Centro,1,0.027434842249657067,0.0015697601406505087
2019,Liguria,15+,601748,NordOvest,26,0.7133058984910837,0.004320745561264848
2019,Liguria,15-64,578830,NordOvest,25,0.6858710562414266,0.00431905740891108
2019,Liguria,65+,22918,NordOvest,1,0.027434842249657067,0.004363382494109434
2019,Lombardia,15+,4451020,NordOvest,193,5.2949245541838135,0.004336084762593743
2019,Lombardia,15-64,4340378,NordOvest,183,5.020576131687243,0.0042162226423597205
2019,Lombardia,65+,110642,NordOvest,10,0.2743484224965706,0.009038159107752934
2019,Marche,15+,632493,Centro,36,0.9876543209876543,0.005691762596582097
2019,Marche,15-64,613509,Centro,32,0.8779149519890261,0.005215897403298077
2019,Marche,65+,18984,Centro,4,0.10973936899862827,0.02107037505267594
2019,Molise,15+,108495,Sud,13,0.35665294924554186,0.0119821189916586
2019,Molise,15-64,104880,Sud,11,0.30178326474622774,0.010488176964149503
2019,Molise,65+,3615,Sud,2,0.054869684499314134,0.05532503457814661
2019,Piemonte,15+,1812535,NordOvest,105,2.880658436213992,0.005792991583610799
2019,Piemonte,15-64,1758282,NordOvest,88,2.414266117969822,0.0050048854506842474
2019,Piemonte,65+,54253,NordOvest,17,0.4663923182441701,0.0313346727369915
2019,Puglia,15+,1216063,Sud,75,2.05761316872428,0.006167443627509431
2019,Puglia,15-64,1188045,Sud,73,2.0027434842249656,0.006144548396735814
2019,Puglia,65+,28018,Sud,2,0.054869684499314134,0.007138268256121065
2019,Sardegna,15+,582033,,0,0.0,0.0
2019,Sardegna,15-64,562854,,0,0.0,0.0
2019,Sardegna,65+,19179,,0,0.0,0.0
2019,Sicilia,15+,1341533,Sud,88,2.414266117969822,0.0065596597325596915
2019,Sicilia,15-64,1306193,Sud,83,2.277091906721536,0.006354344266123
2019,Sicilia,65+,35340,Sud,5,0.1371742112482853,0.014148273910582909
2019,Toscana,15+,1584130,Centro,76,2.085048010973937,0.0047975860566998926
2019,Toscana,15-64,1526896,Centro,65,1.7832647462277091,0.004257002441554632
2019,Toscana,65+,57234,Centro,11,0.30178326474622774,0.019219345144494533
2019,Total,0-14,,Total,3,0.0823045267489712,0.0
2019,Total,15-64,,Total,1124,30.836762688614538,0.0
2019,Total,65+,,Total,89,2.4417009602194786,0.0
2019,Trentino Alto Adige,15+,500166,NordEst,34,0.9327846364883402,0.006797743149274441
2019,Trentino Alto Adige,15-64,487269,NordEst,31,0.8504801097393689,0.006361988962975276
2019,Trentino Alto Adige,65+,12897,NordEst,3,0.0823045267489712,0.02326122354035822
2019,Umbria,15+,358279,Centro,19,0.5212620027434842,0.005303129683849737
2019,Umbria,15-64,346530,Centro,16,0.43895747599451307,0.004617204859608115
2019,Umbria,65+,11749,Centro,3,0.0823045267489712,0.02553408800749
2019,Valle D'Aosta,15+,55199,NordOvest,1,0.027434842249657067,0.0018116270222286635
2019,Valle D'Aosta,15-64,53656,NordOvest,1,0.027434842249657067,0.0018637244669748026
2019,Valle D'Aosta,65+,1543,,0,0.0,0.0
2019,Veneto,0-14,,NordEst,1,0.027434842249657067,0.0
2019,Veneto,15+,2153657,NordEst,108,2.9629629629629632,0.005014726114697002
2019,Veneto,15-64,2094304,NordEst,101,2.7709190672153636,0.004822604550246765
2019,Veneto,65+,59353,NordEst,7,0.19204389574759945,0.011793843613633684
2020,Abruzzo,15+,475361,Sud,46,0.9083728278041073,0.00967685611566788
2020,Abruzzo,15-64,462095,Sud,41,0.8096366508688783,0.008872634415001244
2020,Abruzzo,65+,13266,Sud,5,0.09873617693522906,0.037690336197798886
2020,Basilicata,15+,183695,Sud,10,0.1974723538704581,0.005443806309371513
2020,Basilicata,15-64,177983,Sud,9,0.17772511848341233,0.005056662714978397
2020,Basilicata,65+,5712,Sud,1,0.019747235387045814,0.01750700280112045
2020,Calabria,15+,513834,Sud,49,0.9676145339652449,0.009536153699443788
2020,Calabria,15-64,496759,Sud,45,0.8886255924170616,0.009058718614056313
2020,Calabria,65+,17075,Sud,4,0.07898894154818326,0.02342606149341142
2020,Campania,15+,1569819,Sud,186,3.672985781990521,0.011848499731497708
2020,Campania,15-64,1521514,Sud,169,3.3372827804107428,0.011107357539924048
2020,Campania,65+,48305,Sud,17,0.33570300157977884,0.035193044198323156
2020,Emilia Romagna,15+,1966238,NordEst,148,2.9225908372827805,0.007527064373692299
2020,Emilia Romagna,15-64,1900744,NordEst,127,2.507898894154818,0.006681594154709944
2020,Emilia Romagna,65+,65494,NordEst,21,0.4146919431279621,0.0320640058631325
2020,Friuli Venezia Giulia,15+,,NordEst,28,0.5529225908372828,0.0
2020,Friuli Venezia Giulia,15-64,,NordEst,24,0.47393364928909953,0.0
2020,Friuli Venezia Giulia,65+,,NordEst,4,0.07898894154818326,0.0
2020,Friuli-Venezia Giulia,15+,506216,,0,0.0,0.0
2020,Friuli-Venezia Giulia,15-64,491290,,0,0.0,0.0
2020,Friuli-Venezia Giulia,65+,14926,,0,0.0,0.0
2020,Lazio,15+,2258785,Centro,157,3.1003159557661926,0.0069506393924167196
2020,Lazio,15-64,2192411,Centro,150,2.962085308056872,0.006841782859144568
2020,Lazio,65+,66374,Centro,7,0.1382306477093207,0.01054629824931449
2020,Liguria,15+,579517,NordOvest,60,1.1848341232227488,0.010353449510540675
2020,Liguria,15-64,559209,NordOvest,49,0.9676145339652449,0.008762376857310952
2020,Liguria,65+,20308,NordOvest,11,0.21721958925750395,0.054165845972030724
2020,Lombardia,15+,4315137,NordOvest,344,6.79304897314376,0.007971936928074358
2020,Lombardia,15-64,4199979,NordOvest,299,5.904423380726699,0.007119083214463692
2020,Lombardia,65+,115158,NordOvest,45,0.8886255924170616,0.03907674673057886
2020,Marche,15+,611817,Centro,54,1.066350710900474,0.008826168609240998
2020,Marche,15-64,595349,Centro,46,0.9083728278041073,0.007726560387268645
2020,Marche,65+,16468,Centro,8,0.1579778830963665,0.048579062424095217
2020,Molise,15+,103979,Sud,17,0.33570300157977884,0.016349455178449494
2020,Molise,15-64,100032,Sud,15,0.2962085308056872,0.014995201535508635
2020,Molise,65+,3947,Sud,2,0.03949447077409163,0.05067139599695972
2020,Piemonte,15+,1748168,NordOvest,145,2.863349131121643,0.008294397334809927
2020,Piemonte,15-64,1697705,NordOvest,123,2.4289099526066353,0.007245074968855013
2020,Piemonte,65+,50463,NordOvest,22,0.4344391785150079,0.04359629827794621
2020,Puglia,15+,1188112,Sud,110,2.1721958925750395,0.009258386414748779
2020,Puglia,15-64,1158779,Sud,91,1.796998420221169,0.00785309364425831
2020,Puglia,65+,29333,Sud,19,0.37519747235387046,0.06477346333481063
2020,Sardegna,15+,551740,,0,0.0,0.0
2020,Sardegna,15-64,535237,,0,0.0,0.0
2020,Sardegna,65+,16503,,0,0.0,0.0
2020,Sicilia,0-14,,Sud,1,0.019747235387045814,0.0
2020,Sicilia,15+,1305304,Sud,104,2.0537124802527646,0.007967492630069318
2020,Sicilia,15-64,1269872,Sud,95,1.8759873617693525,0.007481068958131214
2020,Sicilia,65+,35432,Sud,9,0.17772511848341233,0.025400767667645065
2020,Toscana,15+,1544467,Centro,81,1.5995260663507107,0.005244527723803746
2020,Toscana,15-64,1485444,Centro,68,1.3428120063191153,0.004577755876357507
2020,Toscana,65+,59023,Centro,13,0.2567140600315956,0.02202531216644359
2020,Total,0-14,,Total,3,0.05924170616113744,0.0
2020,Total,15-64,,Total,1473,29.087677725118482,0.0
2020,Total,65+,,Total,213,4.206161137440758,0.0
2020,Trentino Alto Adige,15+,486175,NordEst,26,0.5134281200631912,0.005347868565845631
2020,Trentino Alto Adige,15-64,473481,NordEst,18,0.35545023696682465,0.0038016308996559525
2020,Trentino Alto Adige,65+,12694,NordEst,8,0.1579778830963665,0.06302190011028833
2020,Umbria,15+,348364,Centro,13,0.2567140600315956,0.0037317288812850928
2020,Umbria,15-64,335812,Centro,11,0.21721958925750395,0.003275642323681107
2020,Umbria,65+,12552,Centro,2,0.03949447077409163,0.015933715742511154
2020,Valle D'Aosta,15+,53103,NordOvest,2,0.03949447077409163,0.003766265559384592
2020,Valle D'Aosta,15-64,51853,NordOvest,1,0.019747235387045814,0.0019285287254353655
2020,Valle D'Aosta,65+,1250,NordOvest,1,0.019747235387045814,0.08
2020,Veneto,0-14,,NordEst,2,0.03949447077409163,0.0
2020,Veneto,15+,2075427,NordEst,106,2.0932069510268563,0.005107382721724252
2020,Veneto,15-64,2015467,NordEst,92,1.8167456556082147,0.00456469890104874
2020,Veneto,65+,59960,NordEst,14,0.2764612954186414,0.02334889926617745
2021,Abruzzo,15+,484387,Sud,46,1.0941960038058993,0.009496538924455032
2021,Abruzzo,15-64,466939,Sud,39,0.9276879162702188,0.008352268711758924
2021,Abruzzo,65+,17448,Sud,7,0.1665080875356803,0.04011921137093077
2021,Basilicata,15+,189066,Sud,25,0.5946717411988582,0.013222895708376968
2021,Basilicata,15-64,183955,Sud,24,0.570884871550904,0.01304666902231524
2021,Basilicata,65+,5111,Sud,1,0.02378686964795433,0.019565642731363724
2021,Calabria,15+,520963,Sud,27,0.6422454804947668,0.005182709712589954
2021,Calabria,15-64,503871,Sud,25,0.5946717411988582,0.004961587390423343
2021,Calabria,65+,17092,Sud,2,0.04757373929590866,0.011701380762930026
2021,Campania,0-14,,Sud,1,0.02378686964795433,0.0
2021,Campania,15+,1592095,Sud,147,3.4966698382492862,0.00923311737050867
2021,Campania,15-64,1545081,Sud,133,3.163653663177926,0.008607962948220837
2021,Campania,65+,47014,Sud,14,0.3330161750713606,0.029778363891606756
2021,Emilia Romagna,0-14,,NordEst,1,0.02378686964795433,0.0
2021,Emilia Romagna,15+,1978443,NordEst,124,2.949571836346337,0.0062675548398412285
2021,Emilia Romagna,15-64,1904083,NordEst,112,2.664129400570885,0.00588209652625437
2021,Emilia Romagna,65+,74360,NordEst,12,0.285442435775452,0.01613770844540075
2021,Friuli Venezia Giulia,15+,,NordEst,38,0.9039010466222646,0.0
2021,Friuli Venezia Giulia,15-64,,NordEst,33,0.784966698382493,0.0
2021,Friuli Venezia Giulia,65+,,NordEst,5,0.11893434823977164,0.0
2021,Friuli-Venezia Giulia,15+,510300,,0,0.0,0.0
2021,Friuli-Venezia Giulia,15-64,495446,,0,0.0,0.0
2021,Friuli-Venezia Giulia,65+,14854,,0,0.0,0.0
2021,Lazio,15+,2265747,Centro,132,3.139866793529972,0.005825893182248503
2021,Lazio,15-64,2190967,Centro,124,2.949571836346337,0.005659601445389182
2021,Lazio,65+,74780,Centro,8,0.19029495718363465,0.010698047606311848
2021,Liguria,15+,594600,NordOvest,42,0.9990485252140819,0.007063572149344097
2021,Liguria,15-64,574046,NordOvest,36,0.8563273073263558,0.006271274427484906
2021,Liguria,65+,20554,NordOvest,6,0.142721217887726,0.029191398267977037
2021,Lombardia,15+,4332517,NordOvest,201,4.78116079923882,0.004639335517898718
2021,Lombardia,15-64,4212459,NordOvest,186,4.424357754519505,0.0044154732425882364
2021,Lombardia,65+,120058,NordOvest,15,0.35680304471931495,0.012493961252061503
2021,Marche,15+,616562,Centro,36,0.8563273073263558,0.0058388288606823
2021,Marche,15-64,597084,Centro,32,0.7611798287345386,0.005359379919743286
2021,Marche,65+,19478,Centro,4,0.09514747859181732,0.02053598932128555
2021,Molise,15+,100276,Sud,19,0.4519505233111323,0.018947704336032548
2021,Molise,15-64,97006,Sud,19,0.4519505233111323,0.019586417335010205
2021,Molise,65+,3270,,0,0.0,0.0
2021,Piemonte,15+,1767300,NordOvest,119,2.8306374881065652,0.006733435183613422
2021,Piemonte,15-64,1708232,NordOvest,101,2.4024738344433874,0.005912545836865251
2021,Piemonte,65+,59068,NordOvest,18,0.4281636536631779,0.030473352745987673
2021,Puglia,15+,1206761,Sud,103,2.450047573739296,0.008535244344157625
2021,Puglia,15-64,1175676,Sud,94,2.235965746907707,0.007995400093222962
2021,Puglia,65+,31085,Sud,9,0.21408182683158894,0.02895287115972334
2021,Sardegna,15+,563197,,0,0.0,0.0
2021,Sardegna,15-64,545409,,0,0.0,0.0
2021,Sardegna,65+,17788,,0,0.0,0.0
2021,Sicilia,15+,1310864,Sud,83,1.9743101807802093,0.0063317018393975275
2021,Sicilia,15-64,1273693,Sud,74,1.7602283539486203,0.005809877262417239
2021,Sicilia,65+,37171,Sud,9,0.21408182683158894,0.024212423663608727
2021,Toscana,15+,1546282,Centro,76,1.8078020932445291,0.004915015501700207
2021,Toscana,15-64,1487881,Centro,65,1.5461465271170314,0.004368628942771634
2021,Toscana,65+,58401,Centro,11,0.26165556612749763,0.018835293916200063
2021,Total,0-14,,Total,2,0.04757373929590866,0.0
2021,Total,15-64,,Total,1258,29.923882017126544,0.0
2021,Total,65+,,Total,142,3.3777354900095147,0.0
2021,Trentino Alto Adige,15+,487081,NordEst,30,0.7136060894386299,0.006159139855588701
2021,Trentino Alto Adige,15-64,472773,NordEst,27,0.6422454804947668,0.005710986033466378
2021,Trentino Alto Adige,65+,14308,NordEst,3,0.071360608943863,0.02096729102599944
2021,Umbria,15+,354249,Centro,28,0.6660323501427212,0.007904044894975003
2021,Umbria,15-64,341449,Centro,24,0.570884871550904,0.007028868147219643
2021,Umbria,65+,12800,Centro,4,0.09514747859181732,0.03125
2021,Valle D'Aosta,15+,52741,NordOvest,5,0.11893434823977164,0.009480290476100188
2021,Valle D'Aosta,15-64,51562,NordOvest,4,0.09514747859181732,0.0077576509832822625
2021,Valle D'Aosta,65+,1179,NordOvest,1,0.02378686964795433,0.08481764206955046
2021,Veneto,15+,2080525,NordEst,119,2.8306374881065652,0.005719710169308227
2021,Veneto,15-64,2021587,NordEst,106,2.521408182683159,0.005243405304842186
2021,Veneto,65+,58938,NordEst,13,0.30922930542340626,0.022057076928297534
2022,Abruzzo,0-14,,Sud,1,0.027427317608337907,0.0
2022,Abruzzo,15+,482849,Sud,24,0.6582556226001097,0.004970498023191515
2022,Abruzzo,15-64,466189,Sud,21,0.575973669775096,0.004504610790902403
2022,Abruzzo,65+,16660,Sud,3,0.08228195282501372,0.01800720288115246
2022,Basilicata,15+,188761,Sud,13,0.35655512890839275,0.006887015856029583
2022,Basilicata,15-64,182551,Sud,11,0.301700493691717,0.006025713362293277
2022,Basilicata,65+,6210,Sud,2,0.054854635216675815,0.032206119162640906
2022,Calabria,15+,528974,Sud,34,0.9325287986834888,0.006427537081217603
2022,Calabria,15-64,509260,Sud,30,0.8228195282501372,0.005890900522326513
2022,Calabria,65+,19714,Sud,4,0.10970927043335163,0.020290149132596125
2022,Campania,15+,1641300,Sud,108,2.9621503017004938,0.006580149881191738
2022,Campania,15-64,1591640,Sud,100,2.7427317608337902,0.006282827775125028
2022,Campania,65+,49660,Sud,8,0.21941854086670326,0.01610954490535642
2022,Emilia Romagna,15+,2001272,NordEst,103,2.8250137136588043,0.005146726681830356
2022,Emilia Romagna,15-64,1936093,NordEst,98,2.687877125617115,0.005061740319292513
2022,Emilia Romagna,65+,65179,NordEst,5,0.13713658804168952,0.007671182436060695
2022,Friuli Venezia Giulia,15+,,NordEst,13,0.35655512890839275,0.0
2022,Friuli Venezia Giulia,15-64,,NordEst,12,0.32912781130005486,0.0
2022,Friuli Venezia Giulia,65+,,NordEst,1,0.027427317608337907,0.0
2022,Friuli-Venezia Giulia,15+,520517,,0,0.0,0.0
2022,Friuli-Venezia Giulia,15-64,503440,,0,0.0,0.0
2022,Friuli-Venezia Giulia,65+,17077,,0,0.0,0.0
2022,Lazio,15+,2320883,Centro,116,3.1815688425671973,0.004998097706777981
2022,Lazio,15-64,2254427,Centro,110,3.017004936917169,0.004879288617462441
2022,Lazio,65+,66456,Centro,6,0.16456390565002743,0.00902853015529072
2022,Liguria,15+,616116,NordOvest,28,0.7679648930334613,0.0045445987443922895
2022,Liguria,15-64,595103,NordOvest,27,0.7405375754251234,0.00453702972426622
2022,Liguria,65+,21013,NordOvest,1,0.027427317608337907,0.004758958739827726
2022,Lombardia,15+,4424396,NordOvest,199,5.458036204059243,0.004497789076746295
2022,Lombardia,15-64,4315024,NordOvest,185,5.074053757542512,0.004287345794600447
2022,Lombardia,65+,109372,NordOvest,14,0.38398244651673064,0.012800351095344331
2022,Marche,15+,639261,Centro,38,1.0422380691168405,0.005944363882670771
2022,Marche,15-64,617093,Centro,35,0.9599561162918266,0.005671754500537196
2022,Marche,65+,22168,Centro,3,0.08228195282501372,0.013533020570191266
2022,Molise,15+,103093,Sud,7,0.19199122325836532,0.006789985741029944
2022,Molise,15-64,99535,Sud,7,0.19199122325836532,0.007032702064600391
2022,Molise,65+,3558,,0,0.0,0.0
2022,Piemonte,15+,1785318,NordOvest,99,2.7153044432254525,0.005545230597574214
2022,Piemonte,15-64,1731355,NordOvest,91,2.4958859023587494,0.00525599891414528
2022,Piemonte,65+,53963,NordOvest,8,0.21941854086670326,0.014824972666456647
2022,Puglia,15+,1266627,Sud,78,2.1393307734503564,0.00615808758221639
2022,Puglia,15-64,1233796,Sud,67,1.8376302797586397,0.005430395300357596
2022,Puglia,65+,32831,Sud,11,0.301700493691717,0.03350491913130882
2022,Sardegna,15+,566151,,0,0.0,0.0
2022,Sardegna,15-64,548126,,0,0.0,0.0
2022,Sardegna,65+,18025,,0,0.0,0.0
2022,Sicilia,15+,1337017,Sud,72,1.9747668678003292,0.005385122253494159
2022,Sicilia,15-64,1301557,Sud,66,1.8102029621503017,0.005070849759173051
2022,Sicilia,65+,35460,Sud,6,0.16456390565002743,0.01692047377326565
2022,Toscana,0-14,,Centro,1,0.027427317608337907,0.0
2022,Toscana,15+,1617713,Centro,85,2.3313219967087218,0.005254331268896275
2022,Toscana,15-64,1557234,Centro,73,2.002194185408667,0.004687799007727805
2022,Toscana,65+,60479,Centro,12,0.32912781130005486,0.019841597910018355
2022,Total,0-14,,Total,2,0.054854635216675815,0.0
2022,Total,15-64,,Total,1116,30.608886450905104,0.0
2022,Total,65+,,Total,98,2.687877125617115,0.0
2022,Trentino Alto Adige,15+,506320,NordEst,38,1.0422380691168405,0.0075051350924316635
2022,Trentino Alto Adige,15-64,491370,NordEst,34,0.9325287986834888,0.006919429350591204
2022,Trentino Alto Adige,65+,14950,NordEst,4,0.10970927043335163,0.026755852842809364
2022,Umbria,15+,352298,Centro,23,0.6308283049917718,0.006528563886255386
2022,Umbria,15-64,340852,Centro,19,0.5211190345584202,0.0055742668372196725
2022,Umbria,65+,11446,Centro,4,0.10970927043335163,0.034946706272933774
2022,Valle D'Aosta,15+,55164,NordOvest,7,0.19199122325836532,0.012689435138858675
2022,Valle D'Aosta,15-64,53819,NordOvest,7,0.19199122325836532,0.013006559021906762
2022,Valle D'Aosta,65+,1345,,0,0.0,0.0
2022,Veneto,15+,2145361,NordEst,129,3.5381239714755894,0.006012974040266417
2022,Veneto,15-64,2084014,NordEst,123,3.3735600658255622,0.005902071675142298
2022,Veneto,65+,61347,NordEst,6,0.16456390565002743,0.009780429360848941
2023,Abruzzo,15+,502116,Sud,11,1.1566771819137749,0.002190728835567877
2023,Abruzzo,15-64,486926,Sud,9,0.9463722397476341,0.0018483301364067642
2023,Abruzzo,65+,15190,Sud,2,0.2103049421661409,0.013166556945358787
2023,Basilicata,15+,194175,Sud,1,0.10515247108307045,0.0005149993562508047
2023,Basilicata,15-64,186726,Sud,1,0.10515247108307045,0.0005355440592097511
2023,Basilicata,65+,7449,,0,0.0,0.0
2023,Calabria,15+,539183,Sud,4,0.4206098843322818,0.000741863152213627
2023,Calabria,15-64,519574,Sud,4,0.4206098843322818,0.0007698614634296558
2023,Calabria,65+,19609,,0,0.0,0.0
2023,Campania,15+,1683953,Sud,29,3.0494216614090432,0.001722138325713366
2023,Campania,15-64,1625211,Sud,27,2.8391167192429023,0.0016613227451697042
2023,Campania,65+,58742,Sud,2,0.2103049421661409,0.0034047189404514656
2023,Emilia Romagna,15+,2023150,NordEst,24,2.5236593059936907,0.0011862689370536045
2023,Emilia Romagna,15-64,1960754,NordEst,22,2.3133543638275498,0.0011220173463881752
2023,Emilia Romagna,65+,62396,NordEst,2,0.2103049421661409,0.003205333675235592
2023,Friuli Venezia Giulia,15+,,NordEst,10,1.0515247108307046,0.0
2023,Friuli Venezia Giulia,15-64,,NordEst,9,0.9463722397476341,0.0
2023,Friuli Venezia Giulia,65+,,NordEst,1,0.10515247108307045,0.0
2023,Friuli-Venezia Giulia,15+,519916,,0,0.0,0.0
2023,Friuli-Venezia Giulia,15-64,502945,,0,0.0,0.0
2023,Friuli-Venezia Giulia,65+,16971,,0,0.0,0.0
2023,Lazio,0-14,,Centro,1,0.10515247108307045,0.0
2023,Lazio,15+,2375406,Centro,34,3.5751840168243953,0.0014313342645425665
2023,Lazio,15-64,2299166,Centro,30,3.1545741324921135,0.0013048209655153217
